"Source","Target","Citation.Count","Source.Type","Source.Year"
30159442,24811520,0,"Paper",2018
30159442,27539542,0,"Paper",2018
30159442,26802132,0,"Paper",2018
30159442,28412345,0,"Paper",2018
30159442,26442529,0,"Paper",2018
30159442,28779016,0,"Paper",2018
30159442,27050392,0,"Paper",2018
30159442,25921068,0,"Paper",2018
30159442,25583365,0,"Paper",2018
30159442,28358055,0,"Paper",2018
30159442,28571741,0,"Paper",2018
30159442,26556385,0,"Paper",2018
30159442,23446348,0,"Paper",2018
30159442,26057830,0,"Paper",2018
30159442,28798046,0,"Paper",2018
30159442,27563746,0,"Paper",2018
30159442,27531932,0,"Paper",2018
30159442,28634583,0,"Paper",2018
30159442,25543144,0,"Paper",2018
30159442,28418376,0,"Paper",2018
30159442,25558066,0,"Paper",2018
30159442,25281217,0,"Paper",2018
30159442,25728652,0,"Paper",2018
30159442,28842720,0,"Paper",2018
30159442,22319583,0,"Paper",2018
30159442,28344080,0,"Paper",2018
30159442,26076956,0,"Paper",2018
30159442,25376581,0,"Paper",2018
30159442,26485708,0,"Paper",2018
30159442,26194134,0,"Paper",2018
30159442,24609083,0,"Paper",2018
30159442,29174924,0,"Paper",2018
30159442,28676341,0,"Paper",2018
30159442,25768908,0,"Paper",2018
30159442,27878383,0,"Paper",2018
30159442,20802226,0,"Paper",2018
30159442,29042195,0,"Paper",2018
30159442,28984197,0,"Paper",2018
30159442,28947970,0,"Paper",2018
30159442,26657634,0,"Paper",2018
30159442,28082450,0,"Paper",2018
30159442,27739534,0,"Paper",2018
30159442,24512684,0,"Paper",2018
30159442,29036403,0,"Paper",2018
30159442,28860123,0,"Paper",2018
30159442,26070627,0,"Paper",2018
30159442,27092176,0,"Paper",2018
30159442,26377962,0,"Paper",2018
30159442,27510448,0,"Paper",2018
30159442,28080204,0,"Paper",2018
30159442,27050930,0,"Paper",2018
30159442,23249747,0,"Paper",2018
30159442,27476877,0,"Paper",2018
30159442,27068474,0,"Paper",2018
30159442,29236709,0,"Paper",2018
30159442,27365365,0,"Paper",2018
30159442,23446346,0,"Paper",2018
30159442,25242144,0,"Paper",2018
30159442,27132142,0,"Paper",2018
30159442,28676412,0,"Paper",2018
30159442,28594838,0,"Paper",2018
30159442,28079129,0,"Paper",2018
30159442,25544350,0,"Paper",2018
30159442,28534714,0,"Paper",2018
30159442,26998750,0,"Paper",2018
30159442,28045102,0,"Paper",2018
30159442,28625552,0,"Paper",2018
30159442,26873924,0,"Paper",2018
30159442,28498369,0,"Paper",2018
30159442,27246710,0,"Paper",2018
30159442,25242744,0,"Paper",2018
30159442,27609688,0,"Paper",2018
30159442,25234927,0,"Paper",2018
30159442,27736885,0,"Paper",2018
30159442,28344082,0,"Paper",2018
30159442,25070500,0,"Paper",2018
30159442,25449546,0,"Paper",2018
30159442,26450965,0,"Paper",2018
30159442,27350239,0,"Paper",2018
30159442,25714049,0,"Paper",2018
30157902,30157902,0,"Paper",2018
30157902,24811520,0,"Paper",2018
30157902,29037220,0,"Paper",2018
30157902,26802132,0,"Paper",2018
30157902,27829232,0,"Paper",2018
30157902,27050392,0,"Paper",2018
30157902,28744405,0,"Paper",2018
30157902,25921068,0,"Paper",2018
30157902,29322441,0,"Paper",2018
30157902,26874353,0,"Paper",2018
30157902,25689795,0,"Paper",2018
30157902,26600397,0,"Paper",2018
30157902,23446348,0,"Paper",2018
30157902,27241756,0,"Paper",2018
30157902,26848835,0,"Paper",2018
30157902,26230526,0,"Paper",2018
30157902,24427167,0,"Paper",2018
30157902,25746834,0,"Paper",2018
30157902,27725737,0,"Paper",2018
30157902,22319583,0,"Paper",2018
30157902,28344080,0,"Paper",2018
30157902,29045858,0,"Paper",2018
30157902,26076956,0,"Paper",2018
30157902,25376581,0,"Paper",2018
30157902,29221160,0,"Paper",2018
30157902,29245064,0,"Paper",2018
30157902,26485708,0,"Paper",2018
30157902,26194134,0,"Paper",2018
30157902,25768908,0,"Paper",2018
30157902,26657634,0,"Paper",2018
30157902,24339831,0,"Paper",2018
30157902,29036403,0,"Paper",2018
30157902,27886165,0,"Paper",2018
30157902,28080204,0,"Paper",2018
30157902,26873092,0,"Paper",2018
30157902,23249747,0,"Paper",2018
30157902,27068474,0,"Paper",2018
30157902,28484086,0,"Paper",2018
30157902,27365365,0,"Paper",2018
30157902,23446346,0,"Paper",2018
30157902,25973291,0,"Paper",2018
30157902,25242144,0,"Paper",2018
30157902,29158818,0,"Paper",2018
30157902,28803498,0,"Paper",2018
30157902,25544350,0,"Paper",2018
30157902,26657152,0,"Paper",2018
30157902,26669964,0,"Paper",2018
30157902,27246710,0,"Paper",2018
30157902,29322452,0,"Paper",2018
30157902,25242744,0,"Paper",2018
30157902,27373735,0,"Paper",2018
30157902,29593432,0,"Paper",2018
30157902,25234927,0,"Paper",2018
30157902,28344082,0,"Paper",2018
30157902,29431182,0,"Paper",2018
30157902,25749389,0,"Paper",2018
30157902,25253891,0,"Paper",2018
30157902,25070500,0,"Paper",2018
30157902,28933584,0,"Paper",2018
30157902,26472973,0,"Paper",2018
30157902,26861625,0,"Paper",2018
30157902,26450965,0,"Paper",2018
30157902,27543790,0,"Paper",2018
30153287,30153287,0,"Paper",2018
30153287,29117539,0,"Paper",2018
30153287,25921068,0,"Paper",2018
30153287,27677588,0,"Paper",2018
30153287,28957794,0,"Paper",2018
30153287,29245064,0,"Paper",2018
30153287,28368401,0,"Paper",2018
30153287,26931159,0,"Paper",2018
30153287,27246710,0,"Paper",2018
30153287,29229385,0,"Paper",2018
30152863,30152863,0,"Paper",2019
30150410,30150410,0,"Paper",2018
30150410,27050392,0,"Paper",2018
30150410,25583365,0,"Paper",2018
30150410,29096676,0,"Paper",2018
30150410,28444238,0,"Paper",2018
30150410,22319583,0,"Paper",2018
30150410,28344080,0,"Paper",2018
30150410,28334140,0,"Paper",2018
30150410,23249747,0,"Paper",2018
30150410,27365365,0,"Paper",2018
30150410,23446346,0,"Paper",2018
30150410,29773557,0,"Paper",2018
30150410,27246710,0,"Paper",2018
30150410,25234927,0,"Paper",2018
30148261,30148261,0,"Paper",2018
30148261,29133306,0,"Paper",2018
30148261,23446348,0,"Paper",2018
30148261,27531932,0,"Paper",2018
30148261,25768908,0,"Paper",2018
30148261,28082450,0,"Paper",2018
30148261,27476877,0,"Paper",2018
30146915,30146915,0,"Paper",2018
30146915,27362560,0,"Paper",2018
30146915,24811520,0,"Paper",2018
30146915,27050392,0,"Paper",2018
30146915,23446348,0,"Paper",2018
30146915,25543144,0,"Paper",2018
30146915,27725737,0,"Paper",2018
30146915,28344080,0,"Paper",2018
30146915,29174924,0,"Paper",2018
30146915,24039610,0,"Paper",2018
30146915,28080204,0,"Paper",2018
30146915,26873092,0,"Paper",2018
30146915,28281539,0,"Paper",2018
30146915,23249747,0,"Paper",2018
30146915,23446346,0,"Paper",2018
30146915,25242144,0,"Paper",2018
30146915,26657152,0,"Paper",2018
30146915,28625552,0,"Paper",2018
30146915,28977896,0,"Paper",2018
30146915,27373735,0,"Paper",2018
30146915,28344082,0,"Paper",2018
30146915,25749389,0,"Paper",2018
30146915,26861625,0,"Paper",2018
30146769,30146769,0,"Paper",2019
30146736,30146736,0,"Paper",2019
30146615,30146615,0,"Paper",2018
30142548,30142548,0,"Paper",2018
30139516,30139516,0,"Paper",2018
30136305,30136305,0,"Paper",2018
30134837,30134837,0,"Paper",2018
30134837,28687357,0,"Paper",2018
30134837,27258521,0,"Paper",2018
30134837,23446348,0,"Paper",2018
30134837,28794202,0,"Paper",2018
30134837,27363013,0,"Paper",2018
30134837,26211738,0,"Paper",2018
30134837,27484176,0,"Paper",2018
30134837,23446346,0,"Paper",2018
30134837,25749389,0,"Paper",2018
30134619,30134619,0,"Paper",2018
30134619,29625897,0,"Paper",2018
30134619,27539542,0,"Paper",2018
30134619,27050392,0,"Paper",2018
30134619,29378234,0,"Paper",2018
30134619,28991235,0,"Paper",2018
30134619,23446348,0,"Paper",2018
30134619,29283313,0,"Paper",2018
30134619,24014594,0,"Paper",2018
30134619,28634583,0,"Paper",2018
30134619,22319583,0,"Paper",2018
30134619,30087459,0,"Paper",2018
30134619,28344080,0,"Paper",2018
30134619,29044517,0,"Paper",2018
30134619,26541409,0,"Paper",2018
30134619,29263845,0,"Paper",2018
30134619,25768908,0,"Paper",2018
30134619,28903484,0,"Paper",2018
30134619,28622299,0,"Paper",2018
30134619,27739534,0,"Paper",2018
30134619,27040497,0,"Paper",2018
30134619,28211215,0,"Paper",2018
30134619,29556495,0,"Paper",2018
30134619,28080204,0,"Paper",2018
30134619,28281539,0,"Paper",2018
30134619,23249747,0,"Paper",2018
30134619,28174233,0,"Paper",2018
30134619,23446346,0,"Paper",2018
30134619,25242144,0,"Paper",2018
30134619,28249903,0,"Paper",2018
30134619,26669964,0,"Paper",2018
30134619,25234927,0,"Paper",2018
30134619,28344082,0,"Paper",2018
30134619,30124921,0,"Paper",2018
30134619,26861625,0,"Paper",2018
30128795,30128795,0,"Paper",2019
30128600,30128600,0,"Paper",2018
30128600,26464523,0,"Paper",2018
30128600,23446348,0,"Paper",2018
30128600,29155438,0,"Paper",2018
30128600,28334140,0,"Paper",2018
30128600,29021802,0,"Paper",2018
30128600,24609083,0,"Paper",2018
30128600,26657634,0,"Paper",2018
30128600,27739534,0,"Paper",2018
30128600,25404635,0,"Paper",2018
30128600,28315753,0,"Paper",2018
30128600,29081691,0,"Paper",2018
30128600,28717203,0,"Paper",2018
30128600,23446346,0,"Paper",2018
30128600,28594838,0,"Paper",2018
30128600,25242744,0,"Paper",2018
30128600,29177640,0,"Paper",2018
30128600,28785273,0,"Paper",2018
30128600,26204923,0,"Paper",2018
30128031,30128031,0,"Paper",2018
30128031,28493512,0,"Paper",2018
30128031,26138677,0,"Paper",2018
30128031,27258521,0,"Paper",2018
30128031,25689795,0,"Paper",2018
30128031,26600397,0,"Paper",2018
30128031,23446348,0,"Paper",2018
30128031,24014594,0,"Paper",2018
30128031,24427167,0,"Paper",2018
30128031,22319583,0,"Paper",2018
30128031,29045858,0,"Paper",2018
30128031,25624062,0,"Paper",2018
30128031,28211215,0,"Paper",2018
30128031,26884878,0,"Paper",2018
30128031,23249747,0,"Paper",2018
30128031,28940688,0,"Paper",2018
30128031,23446346,0,"Paper",2018
30128031,28130019,0,"Paper",2018
30128031,28974900,0,"Paper",2018
30127310,30127310,0,"Paper",2018
30127310,27365365,0,"Paper",2018
30127310,29230098,0,"Paper",2018
30127310,25242744,0,"Paper",2018
30126353,30126353,0,"Paper",2018
30126353,28443463,0,"Paper",2018
30126353,28219405,0,"Paper",2018
30126353,27158380,0,"Paper",2018
30126353,29037220,0,"Paper",2018
30126353,28761361,0,"Paper",2018
30126353,27642589,0,"Paper",2018
30126353,28493512,0,"Paper",2018
30126353,29559849,0,"Paper",2018
30126353,27986464,0,"Paper",2018
30126353,27829232,0,"Paper",2018
30126353,26052092,0,"Paper",2018
30126353,29125888,0,"Paper",2018
30126353,27642518,0,"Paper",2018
30126353,28128667,0,"Paper",2018
30126353,27613831,0,"Paper",2018
30126353,27258521,0,"Paper",2018
30126353,25689795,0,"Paper",2018
30126353,26600397,0,"Paper",2018
30126353,29702064,0,"Paper",2018
30126353,28062277,0,"Paper",2018
30126353,27997903,0,"Paper",2018
30126353,23446348,0,"Paper",2018
30126353,29364478,0,"Paper",2018
30126353,26848835,0,"Paper",2018
30126353,28794202,0,"Paper",2018
30126353,25873049,0,"Paper",2018
30126353,27391479,0,"Paper",2018
30126353,28656881,0,"Paper",2018
30126353,29240459,0,"Paper",2018
30126353,29700215,0,"Paper",2018
30126353,25746834,0,"Paper",2018
30126353,22319583,0,"Paper",2018
30126353,27892494,0,"Paper",2018
30126353,27058418,0,"Paper",2018
30126353,27465405,0,"Paper",2018
30126353,28344080,0,"Paper",2018
30126353,29045858,0,"Paper",2018
30126353,28892615,0,"Paper",2018
30126353,29333615,0,"Paper",2018
30126353,30015883,0,"Paper",2018
30126353,27429839,0,"Paper",2018
30126353,29386015,0,"Paper",2018
30126353,29571246,0,"Paper",2018
30126353,24609083,0,"Paper",2018
30126353,28618205,0,"Paper",2018
30126353,27740630,0,"Paper",2018
30126353,28343871,0,"Paper",2018
30126353,28003761,0,"Paper",2018
30126353,28520103,0,"Paper",2018
30126353,28765045,0,"Paper",2018
30126353,29602132,0,"Paper",2018
30126353,27886165,0,"Paper",2018
30126353,28211215,0,"Paper",2018
30126353,26884878,0,"Paper",2018
30126353,28103507,0,"Paper",2018
30126353,29123417,0,"Paper",2018
30126353,27298156,0,"Paper",2018
30126353,29608893,0,"Paper",2018
30126353,28089832,0,"Paper",2018
30126353,28281539,0,"Paper",2018
30126353,23249747,0,"Paper",2018
30126353,28544609,0,"Paper",2018
30126353,29635069,0,"Paper",2018
30126353,27752108,0,"Paper",2018
30126353,29031633,0,"Paper",2018
30126353,28940688,0,"Paper",2018
30126353,28174233,0,"Paper",2018
30126353,27484176,0,"Paper",2018
30126353,23446346,0,"Paper",2018
30126353,27097056,0,"Paper",2018
30126353,25242144,0,"Paper",2018
30126353,28130019,0,"Paper",2018
30126353,29549306,0,"Paper",2018
30126353,29627570,0,"Paper",2018
30126353,28657541,0,"Paper",2018
30126353,26553571,0,"Paper",2018
30126353,28803498,0,"Paper",2018
30126353,28608528,0,"Paper",2018
30126353,26657152,0,"Paper",2018
30126353,26873924,0,"Paper",2018
30126353,28977896,0,"Paper",2018
30126353,28974900,0,"Paper",2018
30126353,27614453,0,"Paper",2018
30126353,29103021,0,"Paper",2018
30126353,29421663,0,"Paper",2018
30126353,25749389,0,"Paper",2018
30126353,25449546,0,"Paper",2018
30126353,28184940,0,"Paper",2018
30124921,30124921,0,"Paper",2018
30124921,29625897,0,"Paper",2018
30124921,26451160,0,"Paper",2018
30124921,24811520,0,"Paper",2018
30124921,27050392,0,"Paper",2018
30124921,25921068,0,"Paper",2018
30124921,28991235,0,"Paper",2018
30124921,23446348,0,"Paper",2018
30124921,29283313,0,"Paper",2018
30124921,28798046,0,"Paper",2018
30124921,25558066,0,"Paper",2018
30124921,25728652,0,"Paper",2018
30124921,28842720,0,"Paper",2018
30124921,28344080,0,"Paper",2018
30124921,26660425,0,"Paper",2018
30124921,26485708,0,"Paper",2018
30124921,28082450,0,"Paper",2018
30124921,29359036,0,"Paper",2018
30124921,29556495,0,"Paper",2018
30124921,28281539,0,"Paper",2018
30124921,23249747,0,"Paper",2018
30124921,28355180,0,"Paper",2018
30124921,29074849,0,"Paper",2018
30124921,23446346,0,"Paper",2018
30124921,29678151,0,"Paper",2018
30124921,28594838,0,"Paper",2018
30124921,26669964,0,"Paper",2018
30124921,25242744,0,"Paper",2018
30124921,25234927,0,"Paper",2018
30124921,28344082,0,"Paper",2018
30124921,25070500,0,"Paper",2018
30124921,26450965,0,"Paper",2018
30123874,30123874,0,"Paper",2018
30123874,27986464,0,"Paper",2018
30123874,27050392,0,"Paper",2018
30123874,29588350,0,"Paper",2018
30123874,28685964,0,"Paper",2018
30123874,28520103,0,"Paper",2018
30123874,28602827,0,"Paper",2018
30123874,29074849,0,"Paper",2018
30123874,23446346,0,"Paper",2018
30123874,28249903,0,"Paper",2018
30123874,28498369,0,"Paper",2018
30123874,26861625,0,"Paper",2018
30123775,30123775,0,"Paper",2018
30123775,24811520,0,"Paper",2018
30123775,23446348,0,"Paper",2018
30123775,26057830,0,"Paper",2018
30123775,24014594,0,"Paper",2018
30123775,25558066,0,"Paper",2018
30123775,22319583,0,"Paper",2018
30123775,24609083,0,"Paper",2018
30123775,25768908,0,"Paper",2018
30123775,28080204,0,"Paper",2018
30123775,23249747,0,"Paper",2018
30123775,25242144,0,"Paper",2018
30123775,25242744,0,"Paper",2018
30123704,30123704,0,"Paper",2018
30123704,24811520,0,"Paper",2018
30123704,26649774,0,"Paper",2018
30123704,27050392,0,"Paper",2018
30123704,28288173,0,"Paper",2018
30123704,25921068,0,"Paper",2018
30123704,26874353,0,"Paper",2018
30123704,27258521,0,"Paper",2018
30123704,26230526,0,"Paper",2018
30123704,24427167,0,"Paper",2018
30123704,27892494,0,"Paper",2018
30123704,25376581,0,"Paper",2018
30123704,28368401,0,"Paper",2018
30123704,28520103,0,"Paper",2018
30123704,28535767,0,"Paper",2018
30123704,28484086,0,"Paper",2018
30123704,28249903,0,"Paper",2018
30123704,28342987,0,"Paper",2018
30123704,27445124,0,"Paper",2018
30123094,30123094,0,"Paper",2018
30123094,28991235,0,"Paper",2018
30123094,26450965,0,"Paper",2018
30120213,30120213,0,"Paper",2019
30118889,30118889,0,"Paper",2018
30118789,30118789,0,"Paper",2018
30112563,30112563,0,"Paper",2018
30111766,30111766,0,"Paper",2018
30111766,28219405,0,"Paper",2018
30111766,29018509,0,"Paper",2018
30111766,28810304,0,"Paper",2018
30111766,27613831,0,"Paper",2018
30111766,29322451,0,"Paper",2018
30111766,29308784,0,"Paper",2018
30111766,28721656,0,"Paper",2018
30111766,29137225,0,"Paper",2018
30111766,28418376,0,"Paper",2018
30111766,25746834,0,"Paper",2018
30111766,27058418,0,"Paper",2018
30111766,29458020,0,"Paper",2018
30111766,29403493,0,"Paper",2018
30111766,27510448,0,"Paper",2018
30111766,29391755,0,"Paper",2018
30111766,28086788,0,"Paper",2018
30111766,25242144,0,"Paper",2018
30111766,29270748,0,"Paper",2018
30111766,29069868,0,"Paper",2018
30111766,29322448,0,"Paper",2018
30111766,28625552,0,"Paper",2018
30111313,30111313,0,"Paper",2018
30111313,26450910,0,"Paper",2018
30111313,28219405,0,"Paper",2018
30111313,29694981,0,"Paper",2018
30111313,24811520,0,"Paper",2018
30111313,29415187,0,"Paper",2018
30111313,29037220,0,"Paper",2018
30111313,28687357,0,"Paper",2018
30111313,29698681,0,"Paper",2018
30111313,29117539,0,"Paper",2018
30111313,29559849,0,"Paper",2018
30111313,27986464,0,"Paper",2018
30111313,26138677,0,"Paper",2018
30111313,28744405,0,"Paper",2018
30111313,28402213,0,"Paper",2018
30111313,25921068,0,"Paper",2018
30111313,28358055,0,"Paper",2018
30111313,29378234,0,"Paper",2018
30111313,25689795,0,"Paper",2018
30111313,23446348,0,"Paper",2018
30111313,29454093,0,"Paper",2018
30111313,26848835,0,"Paper",2018
30111313,28794202,0,"Paper",2018
30111313,29588350,0,"Paper",2018
30111313,29433541,0,"Paper",2018
30111313,25543144,0,"Paper",2018
30111313,25558066,0,"Paper",2018
30111313,25281217,0,"Paper",2018
30111313,25728652,0,"Paper",2018
30111313,29700215,0,"Paper",2018
30111313,22319583,0,"Paper",2018
30111313,29286141,0,"Paper",2018
30111313,27892494,0,"Paper",2018
30111313,29098316,0,"Paper",2018
30111313,28344080,0,"Paper",2018
30111313,25376581,0,"Paper",2018
30111313,29386015,0,"Paper",2018
30111313,26485708,0,"Paper",2018
30111313,28081541,0,"Paper",2018
30111313,28368401,0,"Paper",2018
30111313,29571246,0,"Paper",2018
30111313,24609083,0,"Paper",2018
30111313,29458020,0,"Paper",2018
30111313,25768908,0,"Paper",2018
30111313,28622299,0,"Paper",2018
30111313,28685964,0,"Paper",2018
30111313,27571848,0,"Paper",2018
30111313,29343848,0,"Paper",2018
30111313,27040497,0,"Paper",2018
30111313,28520103,0,"Paper",2018
30111313,29366790,0,"Paper",2018
30111313,29602132,0,"Paper",2018
30111313,28103507,0,"Paper",2018
30111313,28710406,0,"Paper",2018
30111313,29608893,0,"Paper",2018
30111313,28281539,0,"Paper",2018
30111313,23249747,0,"Paper",2018
30111313,27068474,0,"Paper",2018
30111313,29678578,0,"Paper",2018
30111313,29307994,0,"Paper",2018
30111313,28174233,0,"Paper",2018
30111313,23446346,0,"Paper",2018
30111313,25242144,0,"Paper",2018
30111313,29628502,0,"Paper",2018
30111313,29709702,0,"Paper",2018
30111313,28130019,0,"Paper",2018
30111313,28249903,0,"Paper",2018
30111313,29549306,0,"Paper",2018
30111313,29383123,0,"Paper",2018
30111313,29499945,0,"Paper",2018
30111313,27617908,0,"Paper",2018
30111313,29722168,0,"Paper",2018
30111313,29415990,0,"Paper",2018
30111313,28977896,0,"Paper",2018
30111313,29144509,0,"Paper",2018
30111313,28974900,0,"Paper",2018
30111313,29726904,0,"Paper",2018
30111313,25242744,0,"Paper",2018
30111313,29593432,0,"Paper",2018
30111313,29103021,0,"Paper",2018
30111313,28893265,0,"Paper",2018
30111313,29372377,0,"Paper",2018
30111313,28344082,0,"Paper",2018
30111313,29431182,0,"Paper",2018
30111313,24865493,0,"Paper",2018
30111313,26861625,0,"Paper",2018
30111313,29229385,0,"Paper",2018
30110682,30110682,0,"Paper",2018
30109096,30109096,0,"Paper",2018
30109096,23446348,0,"Paper",2018
30109096,27958373,0,"Paper",2018
30109096,26211738,0,"Paper",2018
30109096,27040791,0,"Paper",2018
30109096,23446346,0,"Paper",2018
30109096,25242144,0,"Paper",2018
30109096,25234927,0,"Paper",2018
30109096,25449546,0,"Paper",2018
30109096,25714049,0,"Paper",2018
30103946,30103946,0,"Paper",2018
30103673,30103673,0,"Paper",2018
30103673,23446348,0,"Paper",2018
30103673,28344080,0,"Paper",2018
30103673,26657634,0,"Paper",2018
30103673,28281539,0,"Paper",2018
30103673,28334140,0,"Paper",2018
30103673,23446346,0,"Paper",2018
30103673,27255916,0,"Paper",2018
30103673,25544350,0,"Paper",2018
30103673,28143578,0,"Paper",2018
30103673,25070500,0,"Paper",2018
30103673,26204923,0,"Paper",2018
30103209,30103209,0,"Paper",2018
30103209,28687357,0,"Paper",2018
30103209,26052092,0,"Paper",2018
30103209,29125888,0,"Paper",2018
30103209,29406246,0,"Paper",2018
30103209,29378234,0,"Paper",2018
30103209,28794202,0,"Paper",2018
30103209,25746834,0,"Paper",2018
30103209,29151929,0,"Paper",2018
30103209,29386015,0,"Paper",2018
30103209,29263845,0,"Paper",2018
30103209,29967262,0,"Paper",2018
30103209,28535767,0,"Paper",2018
30103209,25973291,0,"Paper",2018
30103209,28657541,0,"Paper",2018
30103194,30103194,0,"Paper",2018
30099455,30099455,0,"Paper",2018
30098504,30098504,0,"Paper",2018
30098504,26802132,0,"Paper",2018
30098504,27986464,0,"Paper",2018
30098504,27929395,0,"Paper",2018
30098504,27050392,0,"Paper",2018
30098504,25921068,0,"Paper",2018
30098504,25583365,0,"Paper",2018
30098504,29938598,0,"Paper",2018
30098504,23446348,0,"Paper",2018
30098504,28344080,0,"Paper",2018
30098504,28368401,0,"Paper",2018
30098504,29357736,0,"Paper",2018
30098504,26171810,0,"Paper",2018
30098504,26211738,0,"Paper",2018
30098504,28520103,0,"Paper",2018
30098504,28080204,0,"Paper",2018
30098504,26931159,0,"Paper",2018
30098504,26873092,0,"Paper",2018
30098504,28624198,0,"Paper",2018
30098504,23446346,0,"Paper",2018
30098504,29409384,0,"Paper",2018
30098504,25544350,0,"Paper",2018
30098504,28344082,0,"Paper",2018
30098504,27445124,0,"Paper",2018
30098504,29247798,0,"Paper",2018
30098504,29072698,0,"Paper",2018
30098504,25714049,0,"Paper",2018
30098434,30098434,0,"Paper",2018
30094090,30094090,0,"Paper",2018
30094090,28443463,0,"Paper",2018
30094090,24811520,0,"Paper",2018
30094090,24297251,0,"Paper",2018
30094090,28687357,0,"Paper",2018
30094090,27539542,0,"Paper",2018
30094090,26802132,0,"Paper",2018
30094090,28279183,0,"Paper",2018
30094090,27986464,0,"Paper",2018
30094090,26442529,0,"Paper",2018
30094090,29406246,0,"Paper",2018
30094090,27050392,0,"Paper",2018
30094090,25921068,0,"Paper",2018
30094090,25583365,0,"Paper",2018
30094090,28358055,0,"Paper",2018
30094090,29378234,0,"Paper",2018
30094090,29207676,0,"Paper",2018
30094090,28991235,0,"Paper",2018
30094090,28388436,0,"Paper",2018
30094090,23446348,0,"Paper",2018
30094090,24014594,0,"Paper",2018
30094090,28798046,0,"Paper",2018
30094090,28444238,0,"Paper",2018
30094090,27725737,0,"Paper",2018
30094090,27058418,0,"Paper",2018
30094090,27465405,0,"Paper",2018
30094090,28344080,0,"Paper",2018
30094090,28892615,0,"Paper",2018
30094090,26076956,0,"Paper",2018
30094090,28732203,0,"Paper",2018
30094090,28368401,0,"Paper",2018
30094090,26194134,0,"Paper",2018
30094090,29028266,0,"Paper",2018
30094090,26541409,0,"Paper",2018
30094090,28676341,0,"Paper",2018
30094090,25768908,0,"Paper",2018
30094090,28903484,0,"Paper",2018
30094090,20802226,0,"Paper",2018
30094090,26657634,0,"Paper",2018
30094090,29403493,0,"Paper",2018
30094090,29343848,0,"Paper",2018
30094090,24339831,0,"Paper",2018
30094090,27040497,0,"Paper",2018
30094090,24512684,0,"Paper",2018
30094090,28520103,0,"Paper",2018
30094090,29036403,0,"Paper",2018
30094090,28211215,0,"Paper",2018
30094090,28710406,0,"Paper",2018
30094090,28080204,0,"Paper",2018
30094090,28089832,0,"Paper",2018
30094090,28281539,0,"Paper",2018
30094090,23249747,0,"Paper",2018
30094090,29343508,0,"Paper",2018
30094090,27752108,0,"Paper",2018
30094090,29114076,0,"Paper",2018
30094090,28624198,0,"Paper",2018
30094090,28625551,0,"Paper",2018
30094090,29218114,0,"Paper",2018
30094090,28636993,0,"Paper",2018
30094090,28174233,0,"Paper",2018
30094090,27040791,0,"Paper",2018
30094090,27365365,0,"Paper",2018
30094090,23446346,0,"Paper",2018
30094090,27535639,0,"Paper",2018
30094090,25242144,0,"Paper",2018
30094090,29158818,0,"Paper",2018
30094090,28594838,0,"Paper",2018
30094090,28249903,0,"Paper",2018
30094090,29549306,0,"Paper",2018
30094090,28206972,0,"Paper",2018
30094090,26553571,0,"Paper",2018
30094090,28824721,0,"Paper",2018
30094090,28608528,0,"Paper",2018
30094090,25544350,0,"Paper",2018
30094090,26657152,0,"Paper",2018
30094090,26873924,0,"Paper",2018
30094090,28498369,0,"Paper",2018
30094090,26669964,0,"Paper",2018
30094090,29144509,0,"Paper",2018
30094090,28974900,0,"Paper",2018
30094090,27614453,0,"Paper",2018
30094090,25242744,0,"Paper",2018
30094090,27080338,0,"Paper",2018
30094090,27373735,0,"Paper",2018
30094090,25234927,0,"Paper",2018
30094090,28938566,0,"Paper",2018
30094090,26590255,0,"Paper",2018
30094090,28893265,0,"Paper",2018
30094090,28344082,0,"Paper",2018
30094090,29290828,0,"Paper",2018
30094090,25749389,0,"Paper",2018
30094090,25253891,0,"Paper",2018
30094090,25070500,0,"Paper",2018
30094090,25449546,0,"Paper",2018
30094090,26204923,0,"Paper",2018
30094090,26861625,0,"Paper",2018
30094090,26450965,0,"Paper",2018
30094090,27543790,0,"Paper",2018
30093490,30093490,0,"Paper",2018
30093490,24811520,0,"Paper",2018
30093490,26138677,0,"Paper",2018
30093490,25921068,0,"Paper",2018
30093490,25583365,0,"Paper",2018
30093490,26945092,0,"Paper",2018
30093490,23446348,0,"Paper",2018
30093490,26057830,0,"Paper",2018
30093490,25543144,0,"Paper",2018
30093490,28418376,0,"Paper",2018
30093490,25281217,0,"Paper",2018
30093490,28344080,0,"Paper",2018
30093490,26076956,0,"Paper",2018
30093490,26660425,0,"Paper",2018
30093490,29248507,0,"Paper",2018
30093490,26485708,0,"Paper",2018
30093490,24609083,0,"Paper",2018
30093490,26541409,0,"Paper",2018
30093490,29174924,0,"Paper",2018
30093490,25768908,0,"Paper",2018
30093490,27740630,0,"Paper",2018
30093490,24039610,0,"Paper",2018
30093490,28535767,0,"Paper",2018
30093490,27892769,0,"Paper",2018
30093490,28281539,0,"Paper",2018
30093490,23249747,0,"Paper",2018
30093490,23446346,0,"Paper",2018
30093490,25242144,0,"Paper",2018
30093490,28575165,0,"Paper",2018
30093490,25544350,0,"Paper",2018
30093490,27958329,0,"Paper",2018
30093490,27796758,0,"Paper",2018
30093490,25242744,0,"Paper",2018
30093490,25234927,0,"Paper",2018
30093490,28344082,0,"Paper",2018
30093490,28334396,0,"Paper",2018
