SRR5548631
SRR5548590
SRR1009046
SRR5548836
SRR1008966
SRR1008721
SRR5548275
SRR5548544
SRR5548223
SRR5560106
SRR5549070
SRR5548616
SRR5559770
SRR5560081
SRR5548269
SRR5548243
SRR1008741
SRR5548524
SRR5548368
SRR5548198
SRR5560030
SRR064118
SRR1008892
SRR064909
SRR5548283
SRR1008927
SRR5560021
SRR5559916
SRR064114
SRR5548584
SRR1008730
SRR1008947
SRR5548038
SRR5559894
SRR5560041
SRR5560190
SRR064112
SRR064913
SRR5560144
SRR5560008
SRR5548335
SRR5548506
SRR063993
SRR5548319
SRR5559840
SRR1009067
SRR1009086
SRR5548218
SRR064004
SRR5548911
SRR5548411
SRR5559820
SRR5560124
SRR5548650
SRR064002
SRR5560072
SRR5559806
SRR5548540
SRR5560053
SRR064121
SRR5549074
SRR5559774
SRR5548828
SRR5548067
SRR064013
SRR5548520
SRR5548101
SRR064896
SRR064846
SRR5560034
SRR5548715
SRR5548848
SRR5548739
SRR5560131
SRR064061
SRR5548148
SRR1009038
SRR5548801
SRR064904
SRR064083
SRR5560214
SRR1008791
SRR5559933
SRR5548293
SRR5548128
SRR5559954
SRR5560180
SRR064103
SRR064902
SRR5548277
SRR5559884
SRR5548594
SRR5560140
SRR5560091
SRR5548813
SRR5559844
SRR1008945
SRR5548633
SRR1008952
SRR5559824
SRR5560120
SRR5548778
SRR064908
SRR064119
SRR064136
SRR5548188
SRR5548654
SRR1008925
SRR5548046
SRR5548531
SRR5548251
SRR5548888
SRR064050
SRR5548958
SRR5548458
SRR1009079
SRR1008772
SRR5548580
SRR5548337
SRR5548026
SRR064009
SRR1008734
SRR5559890
SRR1009000
SRR1009065
SRR5560194
SRR5548113
SRR1009027
SRR5548085
SRR5560112
SRR064006
SRR5549114
SRR5548137
SRR1009047
SRR5548313
SRR1008904
SRR5559860
SRR5559805
SRR5560164
SRR5548602
SRR5548617
SRR5560061
SRR5548837
SRR1008967
SRR5549011
SRR5560107
SRR064116
SRR064139
SRR5548388
SRR064027
SRR640825
SRR5548289
SRR5559917
SRR5548348
SRR1008761
SRR1008926
SRR5548249
SRR5548512
SRR5548328
SRR5548750
SRR5548564
SRR5548229
SRR1008946
SRR1009066
SRR5548470
SRR5548970
SRR5548052
SRR5548507
SRR5548025
SRR5548073
SRR5548909
SRR5548409
SRR064033
SRR5548097
SRR5559902
SRR064899
SRR064849
SRR5548301
SRR5548045
SRR1008936
SRR5548866
SRR5548887
SRR5548957
SRR5548457
SRR5548338
SRR5560005
SRR5548492
SRR5548992
SRR5560060
SRR5548559
SRR5548676
SRR5548239
SRR5559999
SRR5549010
SRR5548215
SRR5560209
SRR064034
SRR5548793
SRR5548035
SRR5548019
SRR5559861
SRR5548777
SRR5548187
SRR5548166
SRR5548396
SRR064032
SRR064851
SRR1009037
SRR5548147
SRR5549056
SRR5548365
SRR5548195
SRR5548300
SRR063996
SRR5559756
SRR5548971
SRR064038
SRR5548471
SRR5560159
SRR5548127
SRR5548278
SRR5548379
SRR5548827
SRR5548751
SRR064860
SRR5559976
SRR064916
SRR5548895
SRR5548699
SRR1008705
SRR1008760
SRR5548847
SRR5548216
SRR5560181
SRR5548879
SRR5548508
SRR5559853
SRR5560006
SRR064088
SRR5548675
SRR5559983
SRR5559872
SRR064095
SRR5548623
SRR064045
SRR5548800
SRR1008919
SRR1008935
SRR5559834
SRR5548098
SRR5560130
SRR064108
SRR5548669
SRR5548643
SRR5549109
SRR1008744
SRR5548521
SRR5548347
SRR5559918
SRR1009013
SRR5548395
SRR5548165
SRR063999
SRR5548100
SRR064077
SRR1008724
SRR5548541
SRR5548036
SRR064018
SRR5559782
SRR5548327
SRR5548179
SRR5560084
SRR5548789
SRR064014
SRR5559742
SRR5548618
SRR5548581
SRR5549042
SRR5548749
SRR1008968
SRR5548838
SRR5548763
SRR5560108
SRR5560044
SRR1009001
SRR5559891
SRR5548387
SRR5548530
SRR5548196
SRR064012
SRR5548366
SRR5559755
SRR5549055
SRR5548250
SRR5560024
SRR064104
SRR5560121
SRR1009028
SRR1008706
SRR5548683
SRR5559975
SRR5559923
SRR064082
SRR5548896
SRR064903
SRR064102
SRR1009048
SRR5548138
SRR5560090
SRR5560141
SRR5548462
SRR5548962
SRR5548414
SRR5559943
SRR5548914
SRR5559969
SRR064084
SRR1008740
SRR1008937
SRR5548456
SRR5548956
SRR5548693
SRR064021
SRR064914
SRR5560031
SRR5548104
SRR5548048
SRR5549071
SRR1008720
SRR064912
SRR5560080
SRR064113
SRR5559771
SRR5548028
SRR5548677
SRR5559881
SRR5548352
SRR5548325
SRR5559951
SRR5548373
SRR063992
SRR5548591
SRR5560153
SRR5560172
SRR5548804
SRR5559830
SRR063994
SRR5548345
SRR5560134
SRR5548776
SRR064003
SRR5548186
SRR5548397
SRR5560211
SRR5548167
SRR5548651
SRR063998
SRR5548385
SRR5559757
SRR5559821
SRR1009036
SRR5548146
SRR5549057
SRR5548799
SRR5559841
SRR5560094
SRR5548410
SRR5559792
SRR5548910
SRR5560203
SRR064036
SRR5548126
SRR064019
SRR064870
SRR1008731
SRR5559993
SRR5548233
SRR064089
SRR5548826
SRR5548572
SRR5560040
SRR5560191
SRR5559808
SRR5548553
SRR5548534
SRR5548846
SRR064109
SRR5559977
SRR5548254
SRR5560020
SRR064086
SRR5549111
SRR5560007
SRR5559949
SRR5559963
SRR5560161
SRR5548217
SRR5548942
SRR5548442
SRR1009068
SRR5559929
SRR5548689
SRR5548885
SRR5548922
SRR5548422
SRR5548955
SRR064106
SRR5548455
SRR064067
SRR5548723
SRR5548775
SRR1008928
SRR5548185
SRR5548346
SRR064893
SRR5548743
SRR5560064
SRR1008948
SRR5549062
SRR5548769
SRR5548202
SRR064127
SRR5548037
SRR5559762
SRR5560012
SRR5548326
SRR064039
SRR064016
SRR5548125
SRR5548173
SRR5548783
SRR5548152
SRR5548561
SRR1008712
SRR1009019
SRR1009035
SRR5548145
SRR5548386
SRR5548367
SRR5548197
SRR1008764
SRR5548663
SRR5548897
SRR640800
SRR060115
SRR5548649
SRR5548304
SRR1008913
SRR5548845
SRR1008707
SRR5559859
SRR5548629
SRR5559989
SRR5548852
SRR1008684
SRR064133
SRR5548982
SRR5548482
SRR5548825
SRR064124
SRR5548510
SRR5559759
SRR5548773
SRR1008978
SRR5548183
SRR5548752
SRR5549059
SRR5548797
SRR064122
SRR5548638
SRR5548376
SRR5560156
SRR5548818
SRR5548745
SRR064901
SRR5548118
SRR064064
SRR5548934
SRR5548434
SRR5559900
SRR5559965
SRR5548472
SRR5548883
SRR5548972
SRR064062
SRR5548696
SRR5548953
SRR5548453
SRR5559979
SRR064140
SRR1008939
SRR1008915
SRR5559814
SRR5548843
SRR5560110
SRR5548600
SRR5559862
SRR5548665
SRR5548236
SRR5559996
SRR064068
SRR5548875
SRR5548823
SRR5548556
SRR5548679
SRR5560058
SRR5548016
SRR1009054
SRR5548123
SRR5560206
SRR5548175
SRR5548785
SRR5548991
SRR5548491
SRR064128
SRR064076
SRR5559938
SRR5548298
SRR5548143
SRR1009033
SRR5548169
SRR5548399
SRR5548746
SRR5560155
SRR5560122
SRR1008950
SRR063997
SRR5548323
SRR5548375
SRR1009017
SRR5549008
SRR5548268
SRR5548726
SRR064079
SRR5548961
SRR5548461
SRR5560142
SRR5548199
SRR5548369
SRR5548343
SRR5548899
SRR5548582
SRR5548647
SRR5549041
SRR064880
SRR5548695
SRR1008709
SRR5559892
SRR5559857
SRR5559966
SRR5548627
SRR5559987
SRR5548078
SRR1008770
SRR5549021
SRR5548522
SRR5548318
SRR5559947
SRR5560009
SRR5548555
SRR5548219
SRR5548235
SRR5559995
SRR5559927
SRR5548666
SRR5548542
SRR5548687
SRR5549106
SRR5560070
SRR5559781
SRR1008916
SRR5549081
SRR5560182
SRR064853
SRR5548383
SRR5559871
SRR5548176
SRR5560205
SRR5548786
SRR5548767
SRR5548015
SRR5548039
SRR1008732
SRR1009039
SRR5548149
SRR1009015
SRR5548393
SRR5548163
SRR064074
SRR5548571
SRR5560192
SRR5560157
SRR5548129
SRR1008774
SRR5548796
SRR064072
SRR5548377
SRR5559855
SRR5548652
SRR5559985
SRR5548673
SRR5559822
SRR1008954
SRR5548625
SRR064131
SRR5548829
SRR5559842
SRR5548645
SRR5559791
SRR1008933
SRR5548697
SRR5548849
SRR5559882
SRR5559973
SRR5548685
SRR5559925
SRR5548351
SRR5559952
SRR064087
SRR5548592
SRR640885
SRR5548889
SRR1009078
SRR5548459
SRR5560171
SRR5548959
SRR5559945
SRR5548557
SRR5548237
SRR064066
SRR5559997
SRR064107
SRR5560212
SRR064891
SRR5560207
SRR5548765
SRR5549034
SRR5548017
SRR5560032
SRR5549072
SRR5548779
SRR5549053
SRR5560074
SRR5548189
SRR064017
SRR5559772
SRR064078
SRR064126
SRR5559753
SRR5548795
SRR5548033
SRR5548930
SRR5548430
SRR5548747
SRR5559904
SRR5548389
SRR5548288
SRR5548851
SRR1009016
SRR064129
SRR5560220
SRR064037
SRR5548481
SRR5548981
SRR5548054
SRR5548514
SRR5548151
SRR5548562
SRR5548646
SRR1008711
SRR5548213
SRR5560003
SRR5559856
SRR5559967
SRR064069
SRR5548626
SRR5559986
SRR5548877
SRR1009050
SRR064111
SRR5559946
SRR1008917
SRR5548408
SRR5548908
SRR1008703
SRR064055
SRR5548201
SRR5549061
SRR5559926
SRR064023
SRR5548667
SRR5548686
SRR5560011
SRR5549107
SRR5559761
SRR5548893
SRR5548363
SRR5548193
SRR5549112
SRR5548349
SRR5559810
SRR5560114
SRR5548441
SRR5548604
SRR5548941
SRR5560162
SRR064001
SRR5548248
SRR5548329
SRR5548177
SRR5548421
SRR5548921
SRR5548787
SRR5548228
SRR5548766
SRR5560208
SRR1008710
SRR5548018
SRR064911
SRR064024
SRR5548150
SRR5548296
SRR064022
SRR5559936
SRR5548980
SRR5548480
SRR5560221
SRR1009077
SRR5548850
SRR064040
SRR064090
SRR5548315
SRR5548339
SRR5560056
SRR5548558
SRR5559803
SRR5559998
SRR5548238
SRR5548431
SRR5548931
SRR064856
SRR5548023
SRR5548075
SRR5548920
SRR5548420
SRR5548116
SRR5548069
SRR5559811
SRR5548043
SRR5548940
SRR5548737
SRR5548440
SRR5548200
SRR5549060
SRR5548265
SRR5549005
SRR5548494
SRR5548994
SRR5560010
SRR5559760
SRR1009051
SRR5548816
SRR5560158
SRR5548279
SRR5548636
SRR064028
SRR5548378
SRR5548464
SRR5548964
SRR5559919
SRR5548295
SRR5559935
SRR5559790
SRR5548412
SRR5548912
SRR5548247
SRR5548178
SRR5548227
SRR064907
SRR5548788
SRR064859
SRR5560022
SRR5548509
SRR5548316
SRR5560055
SRR5548407
SRR5548907
SRR1008918
SRR5548713
SRR5559744
SRR5560042
SRR5548668
SRR5548570
SRR5549044
SRR5549108
SRR5559784
SRR1009029
SRR1008722
SRR5560082
SRR064865
SRR5548701
SRR1009063
SRR5548115
SRR5548139
SRR1008742
SRR1009049
SRR5548076
SRR064073
SRR5559968
SRR5548619
SRR5548635
SRR5559832
SRR5548839
SRR1008969
SRR5548815
SRR5548748
SRR1008943
SRR5560109
SRR5548350
SRR5548728
SRR5548266
SRR5560170
SRR5559874
SRR5548287
SRR1008923
SRR5548532
SRR5548252
SRR5548273
SRR5548225
SRR1008771
SRR5548297
SRR5559937
SRR5548574
SRR5548245
SRR5549040
SRR5548460
SRR5548960
SRR5560092
SRR064031
SRR5548405
SRR5548905
SRR1009076
SRR5548063
SRR5548049
SRR5559794
SRR064852
SRR1008951
SRR5560057
SRR064854
SRR5548029
SRR5560132
SRR5548117
SRR5548802
SRR064858
SRR5548333
SRR5559809
SRR064007
SRR5548354
SRR5548089
SRR640805
SRR5560174
SRR5559870
SRR5559780
SRR5560071
SRR5548285
SRR5549080
SRR5548637
SRR064026
SRR5548798
SRR064117
SRR5548817
SRR5548102
SRR5549031
SRR1008929
SRR5548246
SRR5548984
SRR5548484
SRR5548051
SRR5548854
SRR1008963
SRR064137
SRR5548833
SRR5548768
SRR5560103
SRR5548226
SRR064029
SRR1008949
SRR5559901
SRR5548613
SRR5548302
SRR5559948
SRR5548317
SRR1008714
SRR1008762
SRR1009069
SRR1009043
SRR5548133
SRR5548154
SRR5548688
SRR5559928
SRR5548511
SRR5548906
SRR5548406
SRR1009075
SRR1009023
SRR5548204
SRR5549064
SRR5548648
SRR5560062
SRR5548490
SRR5548990
SRR064011
SRR5560014
SRR5559764
SRR5548735
SRR5548719
SRR5559858
SRR5548503
SRR5559988
SRR5548628
SRR064123
SRR064897
SRR064847
SRR064875
SRR1008989
SRR064101
SRR5548924
SRR5548424
SRR064063
SRR5560111
SRR5549007
SRR5548267
SRR1009018
SRR5548286
SRR064081
SRR5548944
SRR5548601
SRR5548444
SRR5559913
SRR064130
SRR1008920
SRR5560152
SRR5560125
SRR5560173
SRR5559971
SRR5548353
SRR5548372
SRR1008698
SRR1008940
SRR1008737
SRR5548756
SRR5560145
SRR5548334
SRR640803
SRR5560197
SRR5559847
SRR5548585
SRR640821
SRR5548476
SRR5548976
SRR1009060
SRR5559895
SRR5548692
SRR5548657
SRR5559827
SRR5559751
SRR5549051
SRR064056
SRR5548499
SRR5548525
SRR5548999
SRR5548573
SRR640889
SRR5548552
SRR5559992
SRR5548232
SRR064890
SRR5548391
SRR5560217
SRR5548161
SRR5559866
SRR5548274
SRR5559887
SRR5548545
SRR5559957
SRR5548597
SRR5560185
SRR5549077
SRR5559777
SRR5548671
SRR5559793
SRR5560202
SRR1008931
SRR5548861
SRR5548064
SRR5560037
SRR5549029
SRR5560146
SRR5548504
SRR5548755
SRR5559749
SRR5559838
SRR5548094
SRR5559763
SRR5560013
SRR064125
SRR5548891
SRR5549049
SRR5548742
SRR1008701
SRR640839
SRR5560126
SRR5549063
SRR5548203
SRR640886
SRR5559914
SRR5548443
SRR5548943
SRR064873
SRR5548469
SRR5548969
SRR5548361
SRR5548040
SRR5548191
SRR5559962
SRR5548975
SRR5548475
SRR5548423
SRR5548923
SRR064065
SRR5559896
SRR1008728
SRR5548020
SRR5548586
SRR5560088
SRR5548567
SRR1008912
SRR5548614
SRR064000
SRR5559800
SRR5548546
SRR5548031
SRR5548662
SRR5560048
SRR060117
SRR5560104
SRR5559865
SRR5548834
SRR1008964
SRR5548853
SRR5548483
SRR5548983
SRR5548872
SRR5560028
SRR5548526
SRR064059
SRR5559879
SRR1009024
SRR064110
SRR5559789
SRR5548172
SRR5548782
SRR5548153
SRR5549117
SRR5560001
SRR5548134
SRR1009044
SRR1008713
SRR5560186
SRR5560167
SRR5548211
SRR1008907
SRR5548918
SRR5548418
SRR5559910
SRR5548792
SRR5548108
SRR5559799
SRR064900
SRR5548841
SRR064141
SRR640832
SRR5560196
SRR5548024
SRR1008736
SRR5548757
SRR5548821
SRR5548121
SRR5548977
SRR5548477
SRR5548565
SRR5548500
SRR5559846
SRR5560138
SRR1009031
SRR5548141
SRR064058
SRR5548808
SRR5548579
SRR5548993
SRR5548656
SRR5548493
SRR1008798
SRR5559826
SRR064054
SRR1009020
SRR5548771
SRR5560216
SRR5548181
SRR5560098
SRR5548130
SRR5548596
SRR064052
SRR1009040
SRR5559867
SRR5559886
SRR5559956
SRR5559776
SRR5549115
SRR5548610
SRR5560165
SRR5559804
SRR5560100
SRR5549076
SRR5548830
SRR1008960
SRR1008905
SRR5548359
SRR640838
SRR5548538
SRR5560036
SRR5548258
SRR5548881
SRR5548084
SRR5548951
SRR5560179
SRR5548451
SRR1008735
SRR1008719
SRR1009012
SRR5560147
SRR064881
SRR5560195
SRR064863
SRR1009064
SRR5548159
SRR5560127
SRR064075
SRR5559783
SRR5548655
SRR1008924
SRR5559852
SRR064097
SRR064047
SRR5548381
SRR5559873
SRR5559982
SRR5548622
SRR5559825
SRR640888
SRR5548859
SRR5548989
SRR5548489
SRR1008944
SRR5560068
SRR5548642
SRR5559845
SRR5548587
SRR5548330
SRR5548566
SRR5559897
SRR5548682
SRR5559885
SRR5548547
SRR5559922
SRR5548321
SRR5559955
SRR5548929
SRR5548595
SRR5548429
SRR640882
SRR5559942
SRR5548527
SRR5548060
SRR5548341
SRR1008768
SRR5548949
SRR5548449
SRR640884
SRR5548963
SRR5560215
SRR5548463
SRR5549043
SRR5549069
SRR5548762
SRR5548209
SRR5559743
SRR5548308
SRR5560035
SRR5560019
SRR5559769
SRR5560187
SRR5549075
SRR5548270
SRR5560166
SRR5549023
SRR1008906
SRR5549116
SRR5559775
SRR5548331
SRR5559932
SRR5548292
SRR640883
SRR064876
SRR5548939
SRR5548439
SRR064030
SRR5548915
SRR5548415
SRR5548380
SRR5548537
SRR5548257
SRR1008823
SRR5559974
SRR5559754
SRR5560025
SRR5560073
SRR5549054
SRR064868
SRR5560052
SRR5560097
SRR5549033
SRR5559868
SRR5560045
SRR5548978
SRR5548478
SRR1008752
SRR1009059
SRR1008725
SRR5548271
SRR1008773
SRR064862
SRR5560085
SRR5560137
SRR5548807
SRR5548112
SRR064864
SRR5548164
SRR5548394
SRR5559819
SRR5548340
SRR5548061
SRR5559835
SRR5548632
SRR1008934
SRR5548864
SRR5548107
SRR5548812
SRR5548320
SRR1008953
SRR1008696
SRR5548674
SRR5548758
SRR5548894
SRR1009030
SRR5548140
SRR5548091
SRR1008704
SRR5548307
SRR5560188
SRR5548416
SRR5548916
SRR064053
SRR5548120
SRR5548501
SRR064025
SRR5560046
SRR5548548
SRR5548820
SRR5548312
SRR5548528
SRR5560026
SRR5548603
SRR5559911
SRR5560113
SRR1008767
SRR5548840
SRR5548194
SRR5548364
SRR5548072
SRR064100
SRR5548450
SRR5548950
SRR5559903
SRR5548611
SRR5560086
SRR064080
SRR5548588
SRR5560067
SRR5548831
SRR1008961
SRR5549017
SRR5560101
SRR1008726
SRR5548034
SRR5559898
SRR5548262
SRR5548709
SRR5549002
SRR1008695
SRR5548131
SRR1009041
SRR5560004
SRR5560148
SRR064010
SRR5548214
SRR064879
SRR5548180
SRR5548770
SRR5560128
SRR1009021
SRR5559836
SRR5548513
SRR5549078
SRR064878
SRR1008959
SRR5548824
SRR5559778
SRR5548021
SRR1008685
SRR5548256
SRR5548844
SRR5559813
SRR064091
SRR064041
SRR5560038
SRR5548305
SRR5548536
SRR5548190
SRR5548360
SRR5548890
SRR064910
SRR1009034
SRR064866
SRR5548144
SRR1008765
SRR1008700
SRR5560218
SRR5559888
SRR5559958
SRR5548124
SRR1009053
SRR5548598
SRR5560096
SRR064887
SRR1009072
SRR5559848
SRR5560065
SRR5560000
SRR5548210
SRR5549039
SRR5549015
SRR5560079
SRR5548184
SRR5548658
SRR5548774
SRR5559828
SRR5560136
SRR5548806
SRR5548106
SRR064872
SRR5548081
SRR5548454
SRR5548954
SRR1008738
SRR1008697
SRR064874
SRR5548433
SRR5548933
SRR5560198
SRR5559801
SRR5548030
SRR5559750
SRR5548535
SRR5548519
SRR5548306
SRR5548255
SRR5549050
SRR5548222
SRR1008893
SRR5549118
SRR5560168
SRR5548703
SRR1009061
SRR5548242
SRR5548917
SRR5548417
SRR1008908
SRR5560095
SRR5548902
SRR5548402
SRR5559301
SRR1008941
SRR064855
SRR5559909
SRR5560047
SRR1008766
SRR5548384
SRR1008921
SRR5560027
SRR5559970
SRR5548344
SRR064869
SRR5560135
SRR5560119
SRR1008930
SRR5548805
SRR5548609
SRR5548324
SRR1008727
SRR5548670
SRR5548568
SRR5560087
SRR640802
SRR5560066
SRR5548282
SRR5559837
SRR5548105
SRR5548160
SRR5548390
SRR5548711
